ERR.number.tips.filtered,Human,Pigs,Cows,Goats,Birds,Rabbits,Sheep,Horses,Rodents,Carnivora,Bat,Marine,Unknown,Unclassified
ERR033346,3.066039525,3.066039525,3.066039525,3.066039525,3.066039525,3.066039525,3.066039525,3.066039525,3.066039525,3.066039525,3.066039525,3.066039525,3.066039525,3.066039525
ERR1801401,8.985458615,4.985458615,3.985458615,2.985458615,1.985458615,1.985458615,1.985458615,1.985458615,1.985458615,1.985458615,1.985458615,1.985458615,1.985458615,1.985458615
973N0064,8.262569577,4.262569577,3.262569577,2.262569577,1.262569577,1.262569577,1.262569577,1.262569577,1.262569577,1.262569577,1.262569577,1.262569577,1.262569577,1.262569577
ERR294358,8.260444658,4.260444658,3.260444658,2.260444658,1.260444658,1.260444658,1.260444658,1.260444658,1.260444658,1.260444658,1.260444658,1.260444658,1.260444658,1.260444658
ERR033460,8.968764819,4.968764819,3.968764819,2.968764819,1.968764819,1.968764819,1.968764819,1.968764819,1.968764819,1.968764819,1.968764819,1.968764819,1.968764819,1.968764819
ERR033314,8.135013103,4.135013103,3.135013103,2.135013103,1.135013103,1.135013103,1.135013103,1.135013103,1.135013103,1.135013103,1.135013103,1.135013103,1.135013103,1.135013103
973N0087,8.861154856,4.861154856,3.861154856,2.861154856,1.861154856,1.861154856,1.861154856,1.861154856,1.861154856,1.861154856,1.861154856,1.861154856,1.861154856,1.861154856
973N0081,8.447303562,4.447303562,3.447303562,2.447303562,1.447303562,1.447303562,1.447303562,1.447303562,1.447303562,1.447303562,1.447303562,1.447303562,1.447303562,1.447303562
ERR039390,8.275858319,4.275858319,3.275858319,2.275858319,1.275858319,1.275858319,1.275858319,1.275858319,1.275858319,1.275858319,1.275858319,1.275858319,1.275858319,1.275858319
ERR033483,8.124717389,4.124717389,3.124717389,2.124717389,1.124717389,1.124717389,1.124717389,1.124717389,1.124717389,1.124717389,1.124717389,1.124717389,1.124717389,1.124717389
ERR033545,8.333744718,4.333744718,3.333744718,2.333744718,1.333744718,1.333744718,1.333744718,1.333744718,1.333744718,1.333744718,1.333744718,1.333744718,1.333744718,1.333744718
ERR033714,15.16593205,1.165932046,1.165932046,2.165932046,2.165932046,2.165932046,2.165932046,2.165932046,2.165932046,2.165932046,2.165932046,2.165932046,2.165932046,2.165932046
ERR033706,8.03979773,4.03979773,3.03979773,2.03979773,1.03979773,1.03979773,1.03979773,1.03979773,1.03979773,1.03979773,1.03979773,1.03979773,1.03979773,1.03979773
ERR033390,15.1760233,1.1760233,1.1760233,2.1760233,2.1760233,2.1760233,2.1760233,2.1760233,2.1760233,2.1760233,2.1760233,2.1760233,2.1760233,2.1760233
ERR033587,8.967198209,4.967198209,3.967198209,2.967198209,1.967198209,1.967198209,1.967198209,1.967198209,1.967198209,1.967198209,1.967198209,1.967198209,1.967198209,1.967198209
ERR033641,8.272227298,4.272227298,3.272227298,2.272227298,1.272227298,1.272227298,1.272227298,1.272227298,1.272227298,1.272227298,1.272227298,1.272227298,1.272227298,1.272227298
ERR033331,8.631314571,4.631314571,3.631314571,2.631314571,1.631314571,1.631314571,1.631314571,1.631314571,1.631314571,1.631314571,1.631314571,1.631314571,1.631314571,1.631314571
ERR033470,8.240201312,4.240201312,3.240201312,2.240201312,1.240201312,1.240201312,1.240201312,1.240201312,1.240201312,1.240201312,1.240201312,1.240201312,1.240201312,1.240201312
ERR033345,15.10495801,1.104958013,1.104958013,2.104958013,2.104958013,2.104958013,2.104958013,2.104958013,2.104958013,2.104958013,2.104958013,2.104958013,2.104958013,2.104958013
ERR033547,8.299089053,4.299089053,3.299089053,2.299089053,1.299089053,1.299089053,1.299089053,1.299089053,1.299089053,1.299089053,1.299089053,1.299089053,1.299089053,1.299089053
ERR033580,8.025821158,4.025821158,3.025821158,2.025821158,1.025821158,1.025821158,1.025821158,1.025821158,1.025821158,1.025821158,1.025821158,1.025821158,1.025821158,1.025821158
ERR039396,8.917107131,4.917107131,3.917107131,2.917107131,1.917107131,1.917107131,1.917107131,1.917107131,1.917107131,1.917107131,1.917107131,1.917107131,1.917107131,1.917107131
0864N0092,15.83193464,1.831934638,1.831934638,2.831934638,2.831934638,2.831934638,2.831934638,2.831934638,2.831934638,2.831934638,2.831934638,2.831934638,2.831934638,2.831934638
ERR033647,8.642144982,4.642144982,3.642144982,2.642144982,1.642144982,1.642144982,1.642144982,1.642144982,1.642144982,1.642144982,1.642144982,1.642144982,1.642144982,1.642144982
ERR387230,8.059530918,4.059530918,3.059530918,2.059530918,1.059530918,1.059530918,1.059530918,1.059530918,1.059530918,1.059530918,1.059530918,1.059530918,1.059530918,1.059530918
ERR033376,8.159343216,4.159343216,3.159343216,2.159343216,1.159343216,1.159343216,1.159343216,1.159343216,1.159343216,1.159343216,1.159343216,1.159343216,1.159343216,1.159343216
ERR033426,8.030216735,4.030216735,3.030216735,2.030216735,1.030216735,1.030216735,1.030216735,1.030216735,1.030216735,1.030216735,1.030216735,1.030216735,1.030216735,1.030216735
ERR033598,8.872654857,4.872654857,3.872654857,2.872654857,1.872654857,1.872654857,1.872654857,1.872654857,1.872654857,1.872654857,1.872654857,1.872654857,1.872654857,1.872654857
ERR033611,8.74361913,4.74361913,3.74361913,2.74361913,1.74361913,1.74361913,1.74361913,1.74361913,1.74361913,1.74361913,1.74361913,1.74361913,1.74361913,1.74361913
ERR033487,8.234977049,4.234977049,3.234977049,2.234977049,1.234977049,1.234977049,1.234977049,1.234977049,1.234977049,1.234977049,1.234977049,1.234977049,1.234977049,1.234977049
973N0031,8.399919411,4.399919411,3.399919411,2.399919411,1.399919411,1.399919411,1.399919411,1.399919411,1.399919411,1.399919411,1.399919411,1.399919411,1.399919411,1.399919411
ERR039389,8.302963213,4.302963213,3.302963213,2.302963213,1.302963213,1.302963213,1.302963213,1.302963213,1.302963213,1.302963213,1.302963213,1.302963213,1.302963213,1.302963213
0864N0037,8.322849157,4.322849157,3.322849157,2.322849157,1.322849157,1.322849157,1.322849157,1.322849157,1.322849157,1.322849157,1.322849157,1.322849157,1.322849157,1.322849157
973N0035,8.056227124,4.056227124,3.056227124,2.056227124,1.056227124,1.056227124,1.056227124,1.056227124,1.056227124,1.056227124,1.056227124,1.056227124,1.056227124,1.056227124
ERR387101,15.20678697,1.206786968,1.206786968,2.206786968,2.206786968,2.206786968,2.206786968,2.206786968,2.206786968,2.206786968,2.206786968,2.206786968,2.206786968,2.206786968
ERR033711,8.204068357,4.204068357,3.204068357,2.204068357,1.204068357,1.204068357,1.204068357,1.204068357,1.204068357,1.204068357,1.204068357,1.204068357,1.204068357,1.204068357
612_115,8.555142537,4.555142537,3.555142537,2.555142537,1.555142537,1.555142537,1.555142537,1.555142537,1.555142537,1.555142537,1.555142537,1.555142537,1.555142537,1.555142537
973N0017,8.14741062,4.14741062,3.14741062,2.14741062,1.14741062,1.14741062,1.14741062,1.14741062,1.14741062,1.14741062,1.14741062,1.14741062,1.14741062,1.14741062
ERR033603,8.329046735,4.329046735,3.329046735,2.329046735,1.329046735,1.329046735,1.329046735,1.329046735,1.329046735,1.329046735,1.329046735,1.329046735,1.329046735,1.329046735
ERR033495,15.4198146,1.419814605,1.419814605,2.419814605,2.419814605,2.419814605,2.419814605,2.419814605,2.419814605,2.419814605,2.419814605,2.419814605,2.419814605,2.419814605
ERR084611,8.683265365,4.683265365,3.683265365,2.683265365,1.683265365,1.683265365,1.683265365,1.683265365,1.683265365,1.683265365,1.683265365,1.683265365,1.683265365,1.683265365
ERR033432,8.061407421,4.061407421,3.061407421,2.061407421,1.061407421,1.061407421,1.061407421,1.061407421,1.061407421,1.061407421,1.061407421,1.061407421,1.061407421,1.061407421
ERR033616,8.913850664,4.913850664,3.913850664,2.913850664,1.913850664,1.913850664,1.913850664,1.913850664,1.913850664,1.913850664,1.913850664,1.913850664,1.913850664,1.913850664
ERR084635,8.001341797,4.001341797,3.001341797,2.001341797,1.001341797,1.001341797,1.001341797,1.001341797,1.001341797,1.001341797,1.001341797,1.001341797,1.001341797,1.001341797
ERR387219,8.275238732,4.275238732,3.275238732,2.275238732,1.275238732,1.275238732,1.275238732,1.275238732,1.275238732,1.275238732,1.275238732,1.275238732,1.275238732,1.275238732
973N0072,8.45426658,4.45426658,3.45426658,2.45426658,1.45426658,1.45426658,1.45426658,1.45426658,1.45426658,1.45426658,1.45426658,1.45426658,1.45426658,1.45426658
973N0065,8.39468343,4.39468343,3.39468343,2.39468343,1.39468343,1.39468343,1.39468343,1.39468343,1.39468343,1.39468343,1.39468343,1.39468343,1.39468343,1.39468343
973N0003,8.206497384,4.206497384,3.206497384,2.206497384,1.206497384,1.206497384,1.206497384,1.206497384,1.206497384,1.206497384,1.206497384,1.206497384,1.206497384,1.206497384
973N0066,8.127754454,4.127754454,3.127754454,2.127754454,1.127754454,1.127754454,1.127754454,1.127754454,1.127754454,1.127754454,1.127754454,1.127754454,1.127754454,1.127754454
ERR175892,8.515530714,4.515530714,3.515530714,2.515530714,1.515530714,1.515530714,1.515530714,1.515530714,1.515530714,1.515530714,1.515530714,1.515530714,1.515530714,1.515530714
ERR211686,8.374766826,4.374766826,3.374766826,2.374766826,1.374766826,1.374766826,1.374766826,1.374766826,1.374766826,1.374766826,1.374766826,1.374766826,1.374766826,1.374766826
973N0011,8.056941781,4.056941781,3.056941781,2.056941781,1.056941781,1.056941781,1.056941781,1.056941781,1.056941781,1.056941781,1.056941781,1.056941781,1.056941781,1.056941781
ERR033312,15.52890331,1.528903305,1.528903305,2.528903305,2.528903305,2.528903305,2.528903305,2.528903305,2.528903305,2.528903305,2.528903305,2.528903305,2.528903305,2.528903305
ERR237623,8.837649737,4.837649737,3.837649737,2.837649737,1.837649737,1.837649737,1.837649737,1.837649737,1.837649737,1.837649737,1.837649737,1.837649737,1.837649737,1.837649737
ERR387105,15.82632332,1.826323323,1.826323323,2.826323323,2.826323323,2.826323323,2.826323323,2.826323323,2.826323323,2.826323323,2.826323323,2.826323323,2.826323323,2.826323323
ERR237611,8.601619446,4.601619446,3.601619446,2.601619446,1.601619446,1.601619446,1.601619446,1.601619446,1.601619446,1.601619446,1.601619446,1.601619446,1.601619446,1.601619446
612_113,8.600908915,4.600908915,3.600908915,2.600908915,1.600908915,1.600908915,1.600908915,1.600908915,1.600908915,1.600908915,1.600908915,1.600908915,1.600908915,1.600908915
973N0045,8.062053929,4.062053929,3.062053929,2.062053929,1.062053929,1.062053929,1.062053929,1.062053929,1.062053929,1.062053929,1.062053929,1.062053929,1.062053929,1.062053929
973N0014,8.32485524,4.32485524,3.32485524,2.32485524,1.32485524,1.32485524,1.32485524,1.32485524,1.32485524,1.32485524,1.32485524,1.32485524,1.32485524,1.32485524
612_114,8.58013969,4.58013969,3.58013969,2.58013969,1.58013969,1.58013969,1.58013969,1.58013969,1.58013969,1.58013969,1.58013969,1.58013969,1.58013969,1.58013969
612_112,8.095422673,4.095422673,3.095422673,2.095422673,1.095422673,1.095422673,1.095422673,1.095422673,1.095422673,1.095422673,1.095422673,1.095422673,1.095422673,1.095422673
ERR033633,8.109727682,4.109727682,3.109727682,2.109727682,1.109727682,1.109727682,1.109727682,1.109727682,1.109727682,1.109727682,1.109727682,1.109727682,1.109727682,1.109727682
ERR033631,8.168003268,4.168003268,3.168003268,2.168003268,1.168003268,1.168003268,1.168003268,1.168003268,1.168003268,1.168003268,1.168003268,1.168003268,1.168003268,1.168003268
ERR033451,8.326219043,4.326219043,3.326219043,2.326219043,1.326219043,1.326219043,1.326219043,1.326219043,1.326219043,1.326219043,1.326219043,1.326219043,1.326219043,1.326219043
ERR033533,8.006953737,4.006953737,3.006953737,2.006953737,1.006953737,1.006953737,1.006953737,1.006953737,1.006953737,1.006953737,1.006953737,1.006953737,1.006953737,1.006953737
ERR033538,8.755137668,4.755137668,3.755137668,2.755137668,1.755137668,1.755137668,1.755137668,1.755137668,1.755137668,1.755137668,1.755137668,1.755137668,1.755137668,1.755137668
ERR033380,15.48547621,1.485476213,1.485476213,2.485476213,2.485476213,2.485476213,2.485476213,2.485476213,2.485476213,2.485476213,2.485476213,2.485476213,2.485476213,2.485476213
973N0027,8.007254751,4.007254751,3.007254751,2.007254751,1.007254751,1.007254751,1.007254751,1.007254751,1.007254751,1.007254751,1.007254751,1.007254751,1.007254751,1.007254751
ERR033540,8.265965906,4.265965906,3.265965906,2.265965906,1.265965906,1.265965906,1.265965906,1.265965906,1.265965906,1.265965906,1.265965906,1.265965906,1.265965906,1.265965906
ERR033338,8.930544809,4.930544809,3.930544809,2.930544809,1.930544809,1.930544809,1.930544809,1.930544809,1.930544809,1.930544809,1.930544809,1.930544809,1.930544809,1.930544809
ERR033369,15.16466665,1.164666648,1.164666648,2.164666648,2.164666648,2.164666648,2.164666648,2.164666648,2.164666648,2.164666648,2.164666648,2.164666648,2.164666648,2.164666648
ERR156400,8.841962001,4.841962001,3.841962001,2.841962001,1.841962001,1.841962001,1.841962001,1.841962001,1.841962001,1.841962001,1.841962001,1.841962001,1.841962001,1.841962001
ERR084637,8.19954939,4.19954939,3.19954939,2.19954939,1.19954939,1.19954939,1.19954939,1.19954939,1.19954939,1.19954939,1.19954939,1.19954939,1.19954939,1.19954939
ERR387119,8.05136834,4.05136834,3.05136834,2.05136834,1.05136834,1.05136834,1.05136834,1.05136834,1.05136834,1.05136834,1.05136834,1.05136834,1.05136834,1.05136834
ERR033490,8.391207508,4.391207508,3.391207508,2.391207508,1.391207508,1.391207508,1.391207508,1.391207508,1.391207508,1.391207508,1.391207508,1.391207508,1.391207508,1.391207508
ERR084610,15.35593897,1.355938973,1.355938973,2.355938973,2.355938973,2.355938973,2.355938973,2.355938973,2.355938973,2.355938973,2.355938973,2.355938973,2.355938973,2.355938973
973N0034,8.434501467,4.434501467,3.434501467,2.434501467,1.434501467,1.434501467,1.434501467,1.434501467,1.434501467,1.434501467,1.434501467,1.434501467,1.434501467,1.434501467
973N0006,8.015361901,4.015361901,3.015361901,2.015361901,1.015361901,1.015361901,1.015361901,1.015361901,1.015361901,1.015361901,1.015361901,1.015361901,1.015361901,1.015361901
ERR039393,8.15520867,4.15520867,3.15520867,2.15520867,1.15520867,1.15520867,1.15520867,1.15520867,1.15520867,1.15520867,1.15520867,1.15520867,1.15520867,1.15520867
ERR033295,8.138112766,4.138112766,3.138112766,2.138112766,1.138112766,1.138112766,1.138112766,1.138112766,1.138112766,1.138112766,1.138112766,1.138112766,1.138112766,1.138112766
ERR033358,8.528358893,4.528358893,3.528358893,2.528358893,1.528358893,1.528358893,1.528358893,1.528358893,1.528358893,1.528358893,1.528358893,1.528358893,1.528358893,1.528358893
973N0041,8.313211369,4.313211369,3.313211369,2.313211369,1.313211369,1.313211369,1.313211369,1.313211369,1.313211369,1.313211369,1.313211369,1.313211369,1.313211369,1.313211369
ERR033418,8.120937445,4.120937445,3.120937445,2.120937445,1.120937445,1.120937445,1.120937445,1.120937445,1.120937445,1.120937445,1.120937445,1.120937445,1.120937445,1.120937445
ERR033651,8.081123271,4.081123271,3.081123271,2.081123271,1.081123271,1.081123271,1.081123271,1.081123271,1.081123271,1.081123271,1.081123271,1.081123271,1.081123271,1.081123271
973N0033,15.56316754,1.563167544,1.563167544,2.563167544,2.563167544,2.563167544,2.563167544,2.563167544,2.563167544,2.563167544,2.563167544,2.563167544,2.563167544,2.563167544
ERR038670,8.45991745,4.45991745,3.45991745,2.45991745,1.45991745,1.45991745,1.45991745,1.45991745,1.45991745,1.45991745,1.45991745,1.45991745,1.45991745,1.45991745
ERR033563,8.162764871,4.162764871,3.162764871,2.162764871,1.162764871,1.162764871,1.162764871,1.162764871,1.162764871,1.162764871,1.162764871,1.162764871,1.162764871,1.162764871
ERR033579,8.879447317,4.879447317,3.879447317,2.879447317,1.879447317,1.879447317,1.879447317,1.879447317,1.879447317,1.879447317,1.879447317,1.879447317,1.879447317,1.879447317
ERR033600,8.173049962,4.173049962,3.173049962,2.173049962,1.173049962,1.173049962,1.173049962,1.173049962,1.173049962,1.173049962,1.173049962,1.173049962,1.173049962,1.173049962
ERR033389,8.078346816,4.078346816,3.078346816,2.078346816,1.078346816,1.078346816,1.078346816,1.078346816,1.078346816,1.078346816,1.078346816,1.078346816,1.078346816,1.078346816
ERR033370,8.297658558,4.297658558,3.297658558,2.297658558,1.297658558,1.297658558,1.297658558,1.297658558,1.297658558,1.297658558,1.297658558,1.297658558,1.297658558,1.297658558
973N0050,8.232330612,4.232330612,3.232330612,2.232330612,1.232330612,1.232330612,1.232330612,1.232330612,1.232330612,1.232330612,1.232330612,1.232330612,1.232330612,1.232330612
ERR038680,8.248985742,4.248985742,3.248985742,2.248985742,1.248985742,1.248985742,1.248985742,1.248985742,1.248985742,1.248985742,1.248985742,1.248985742,1.248985742,1.248985742
ERR033570,8.026324871,4.026324871,3.026324871,2.026324871,1.026324871,1.026324871,1.026324871,1.026324871,1.026324871,1.026324871,1.026324871,1.026324871,1.026324871,1.026324871
ERR033576,8.078510847,4.078510847,3.078510847,2.078510847,1.078510847,1.078510847,1.078510847,1.078510847,1.078510847,1.078510847,1.078510847,1.078510847,1.078510847,1.078510847
ERR033592,8.726557939,4.726557939,3.726557939,2.726557939,1.726557939,1.726557939,1.726557939,1.726557939,1.726557939,1.726557939,1.726557939,1.726557939,1.726557939,1.726557939
ERR033610,8.879349404,4.879349404,3.879349404,2.879349404,1.879349404,1.879349404,1.879349404,1.879349404,1.879349404,1.879349404,1.879349404,1.879349404,1.879349404,1.879349404
ERR033516,8.145572952,4.145572952,3.145572952,2.145572952,1.145572952,1.145572952,1.145572952,1.145572952,1.145572952,1.145572952,1.145572952,1.145572952,1.145572952,1.145572952
ERR033375,8.986857419,4.986857419,3.986857419,2.986857419,1.986857419,1.986857419,1.986857419,1.986857419,1.986857419,1.986857419,1.986857419,1.986857419,1.986857419,1.986857419
ERR033606,8.378932273,4.378932273,3.378932273,2.378932273,1.378932273,1.378932273,1.378932273,1.378932273,1.378932273,1.378932273,1.378932273,1.378932273,1.378932273,1.378932273
ERR033301,8.185012595,4.185012595,3.185012595,2.185012595,1.185012595,1.185012595,1.185012595,1.185012595,1.185012595,1.185012595,1.185012595,1.185012595,1.185012595,1.185012595
973N0036,8.566376539,4.566376539,3.566376539,2.566376539,1.566376539,1.566376539,1.566376539,1.566376539,1.566376539,1.566376539,1.566376539,1.566376539,1.566376539,1.566376539
ERR033637,8.897508084,4.897508084,3.897508084,2.897508084,1.897508084,1.897508084,1.897508084,1.897508084,1.897508084,1.897508084,1.897508084,1.897508084,1.897508084,1.897508084
ERR033632,8.010002217,4.010002217,3.010002217,2.010002217,1.010002217,1.010002217,1.010002217,1.010002217,1.010002217,1.010002217,1.010002217,1.010002217,1.010002217,1.010002217
ERR033571,8.269754888,4.269754888,3.269754888,2.269754888,1.269754888,1.269754888,1.269754888,1.269754888,1.269754888,1.269754888,1.269754888,1.269754888,1.269754888,1.269754888
ERR033471,8.755399694,4.755399694,3.755399694,2.755399694,1.755399694,1.755399694,1.755399694,1.755399694,1.755399694,1.755399694,1.755399694,1.755399694,1.755399694,1.755399694
ERR038681,15.6700157,1.670015696,1.670015696,2.670015696,2.670015696,2.670015696,2.670015696,2.670015696,2.670015696,2.670015696,2.670015696,2.670015696,2.670015696,2.670015696
ERR038683,8.115406598,4.115406598,3.115406598,2.115406598,1.115406598,1.115406598,1.115406598,1.115406598,1.115406598,1.115406598,1.115406598,1.115406598,1.115406598,1.115406598
ERR033349,3.152382938,3.152382938,3.152382938,3.152382938,3.152382938,3.152382938,3.152382938,3.152382938,3.152382938,3.152382938,3.152382938,3.152382938,3.152382938,3.152382938
ERR033559,8.620377991,4.620377991,3.620377991,2.620377991,1.620377991,1.620377991,1.620377991,1.620377991,1.620377991,1.620377991,1.620377991,1.620377991,1.620377991,1.620377991
612_111,8.666333186,4.666333186,3.666333186,2.666333186,1.666333186,1.666333186,1.666333186,1.666333186,1.666333186,1.666333186,1.666333186,1.666333186,1.666333186,1.666333186
ERR033348,15.25689812,1.256898115,1.256898115,2.256898115,2.256898115,2.256898115,2.256898115,2.256898115,2.256898115,2.256898115,2.256898115,2.256898115,2.256898115,2.256898115
973N0042,8.919148875,4.919148875,3.919148875,2.919148875,1.919148875,1.919148875,1.919148875,1.919148875,1.919148875,1.919148875,1.919148875,1.919148875,1.919148875,1.919148875
973N0030,15.24273273,1.242732733,1.242732733,2.242732733,2.242732733,2.242732733,2.242732733,2.242732733,2.242732733,2.242732733,2.242732733,2.242732733,2.242732733,2.242732733
ERR156335,8.000426301,4.000426301,3.000426301,2.000426301,1.000426301,1.000426301,1.000426301,1.000426301,1.000426301,1.000426301,1.000426301,1.000426301,1.000426301,1.000426301
ERR211695,15.22023238,1.220232384,1.220232384,2.220232384,2.220232384,2.220232384,2.220232384,2.220232384,2.220232384,2.220232384,2.220232384,2.220232384,2.220232384,2.220232384
ERR156425,15.16750184,1.167501841,1.167501841,2.167501841,2.167501841,2.167501841,2.167501841,2.167501841,2.167501841,2.167501841,2.167501841,2.167501841,2.167501841,2.167501841
973N0037,8.236505232,4.236505232,3.236505232,2.236505232,1.236505232,1.236505232,1.236505232,1.236505232,1.236505232,1.236505232,1.236505232,1.236505232,1.236505232,1.236505232
973N0002,8.700855474,4.700855474,3.700855474,2.700855474,1.700855474,1.700855474,1.700855474,1.700855474,1.700855474,1.700855474,1.700855474,1.700855474,1.700855474,1.700855474
ERR237614,8.933823757,4.933823757,3.933823757,2.933823757,1.933823757,1.933823757,1.933823757,1.933823757,1.933823757,1.933823757,1.933823757,1.933823757,1.933823757,1.933823757
ERR033423,8.246900466,4.246900466,3.246900466,2.246900466,1.246900466,1.246900466,1.246900466,1.246900466,1.246900466,1.246900466,1.246900466,1.246900466,1.246900466,1.246900466
ERR144823,8.138229207,4.138229207,3.138229207,2.138229207,1.138229207,1.138229207,1.138229207,1.138229207,1.138229207,1.138229207,1.138229207,1.138229207,1.138229207,1.138229207
ERR156340,8.295494207,4.295494207,3.295494207,2.295494207,1.295494207,1.295494207,1.295494207,1.295494207,1.295494207,1.295494207,1.295494207,1.295494207,1.295494207,1.295494207
973N0026,8.129050003,4.129050003,3.129050003,2.129050003,1.129050003,1.129050003,1.129050003,1.129050003,1.129050003,1.129050003,1.129050003,1.129050003,1.129050003,1.129050003
ERR033367,15.21236024,1.21236024,1.21236024,2.21236024,2.21236024,2.21236024,2.21236024,2.21236024,2.21236024,2.21236024,2.21236024,2.21236024,2.21236024,2.21236024
ERR033377,8.000540636,4.000540636,3.000540636,2.000540636,1.000540636,1.000540636,1.000540636,1.000540636,1.000540636,1.000540636,1.000540636,1.000540636,1.000540636,1.000540636
ERR033306,8.150673323,4.150673323,3.150673323,2.150673323,1.150673323,1.150673323,1.150673323,1.150673323,1.150673323,1.150673323,1.150673323,1.150673323,1.150673323,1.150673323
ERR033245,8.14944573,4.14944573,3.14944573,2.14944573,1.14944573,1.14944573,1.14944573,1.14944573,1.14944573,1.14944573,1.14944573,1.14944573,1.14944573,1.14944573
ERR033307,8.675817022,4.675817022,3.675817022,2.675817022,1.675817022,1.675817022,1.675817022,1.675817022,1.675817022,1.675817022,1.675817022,1.675817022,1.675817022,1.675817022
ERR033296,8.167691725,4.167691725,3.167691725,2.167691725,1.167691725,1.167691725,1.167691725,1.167691725,1.167691725,1.167691725,1.167691725,1.167691725,1.167691725,1.167691725
ERR033710,8.154513283,4.154513283,3.154513283,2.154513283,1.154513283,1.154513283,1.154513283,1.154513283,1.154513283,1.154513283,1.154513283,1.154513283,1.154513283,1.154513283
ERR033416,8.285643083,4.285643083,3.285643083,2.285643083,1.285643083,1.285643083,1.285643083,1.285643083,1.285643083,1.285643083,1.285643083,1.285643083,1.285643083,1.285643083
ERR033456,8.460949396,4.460949396,3.460949396,2.460949396,1.460949396,1.460949396,1.460949396,1.460949396,1.460949396,1.460949396,1.460949396,1.460949396,1.460949396,1.460949396
ERR033315,8.064326177,4.064326177,3.064326177,2.064326177,1.064326177,1.064326177,1.064326177,1.064326177,1.064326177,1.064326177,1.064326177,1.064326177,1.064326177,1.064326177
ERR033469,8.868594998,4.868594998,3.868594998,2.868594998,1.868594998,1.868594998,1.868594998,1.868594998,1.868594998,1.868594998,1.868594998,1.868594998,1.868594998,1.868594998
ERR033247,8.778566979,4.778566979,3.778566979,2.778566979,1.778566979,1.778566979,1.778566979,1.778566979,1.778566979,1.778566979,1.778566979,1.778566979,1.778566979,1.778566979
ERR033351,8.19731361,4.19731361,3.19731361,2.19731361,1.19731361,1.19731361,1.19731361,1.19731361,1.19731361,1.19731361,1.19731361,1.19731361,1.19731361,1.19731361
ERR033305,8.305375831,4.305375831,3.305375831,2.305375831,1.305375831,1.305375831,1.305375831,1.305375831,1.305375831,1.305375831,1.305375831,1.305375831,1.305375831,1.305375831
ERR033246,8.182810413,4.182810413,3.182810413,2.182810413,1.182810413,1.182810413,1.182810413,1.182810413,1.182810413,1.182810413,1.182810413,1.182810413,1.182810413,1.182810413
ERR033468,8.329060579,4.329060579,3.329060579,2.329060579,1.329060579,1.329060579,1.329060579,1.329060579,1.329060579,1.329060579,1.329060579,1.329060579,1.329060579,1.329060579
ERR033462,8.178280272,4.178280272,3.178280272,2.178280272,1.178280272,1.178280272,1.178280272,1.178280272,1.178280272,1.178280272,1.178280272,1.178280272,1.178280272,1.178280272
ERR033467,8.150725901,4.150725901,3.150725901,2.150725901,1.150725901,1.150725901,1.150725901,1.150725901,1.150725901,1.150725901,1.150725901,1.150725901,1.150725901,1.150725901
ERR033241,8.212314348,4.212314348,3.212314348,2.212314348,1.212314348,1.212314348,1.212314348,1.212314348,1.212314348,1.212314348,1.212314348,1.212314348,1.212314348,1.212314348
ERR033450,8.104520659,4.104520659,3.104520659,2.104520659,1.104520659,1.104520659,1.104520659,1.104520659,1.104520659,1.104520659,1.104520659,1.104520659,1.104520659,1.104520659
ERR033455,15.17131274,1.171312735,1.171312735,2.171312735,2.171312735,2.171312735,2.171312735,2.171312735,2.171312735,2.171312735,2.171312735,2.171312735,2.171312735,2.171312735
ERR033652,8.251631394,4.251631394,3.251631394,2.251631394,1.251631394,1.251631394,1.251631394,1.251631394,1.251631394,1.251631394,1.251631394,1.251631394,1.251631394,1.251631394
ERR033347,8.115522028,4.115522028,3.115522028,2.115522028,1.115522028,1.115522028,1.115522028,1.115522028,1.115522028,1.115522028,1.115522028,1.115522028,1.115522028,1.115522028
ERR033707,15.10895599,1.108955987,1.108955987,2.108955987,2.108955987,2.108955987,2.108955987,2.108955987,2.108955987,2.108955987,2.108955987,2.108955987,2.108955987,2.108955987
ERR033574,8.816895688,4.816895688,3.816895688,2.816895688,1.816895688,1.816895688,1.816895688,1.816895688,1.816895688,1.816895688,1.816895688,1.816895688,1.816895688,1.816895688
ERR033573,15.43981569,1.439815695,1.439815695,2.439815695,2.439815695,2.439815695,2.439815695,2.439815695,2.439815695,2.439815695,2.439815695,2.439815695,2.439815695,2.439815695
973N0075,8.547412369,4.547412369,3.547412369,2.547412369,1.547412369,1.547412369,1.547412369,1.547412369,1.547412369,1.547412369,1.547412369,1.547412369,1.547412369,1.547412369
803_78,8.497385229,4.497385229,3.497385229,2.497385229,1.497385229,1.497385229,1.497385229,1.497385229,1.497385229,1.497385229,1.497385229,1.497385229,1.497385229,1.497385229
ERR246635,8.734927731,4.734927731,3.734927731,2.734927731,1.734927731,1.734927731,1.734927731,1.734927731,1.734927731,1.734927731,1.734927731,1.734927731,1.734927731,1.734927731
ERR227605,8.356251794,4.356251794,3.356251794,2.356251794,1.356251794,1.356251794,1.356251794,1.356251794,1.356251794,1.356251794,1.356251794,1.356251794,1.356251794,1.356251794
ERR227517,8.424829939,4.424829939,3.424829939,2.424829939,1.424829939,1.424829939,1.424829939,1.424829939,1.424829939,1.424829939,1.424829939,1.424829939,1.424829939,1.424829939
